Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Open Access,Source,EID
"Saa, A.","7004476045;","Symmetries and synchronization in multilayer random networks",2018,"Physical Review E","97","4","042304","","",,6,"10.1103/PhysRevE.97.042304","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85045015844&doi=10.1103%2fPhysRevE.97.042304&partnerID=40&md5=7dab4a4dab3810f3cc54b308edd10d7c",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85045015844
"Yasami, Y.","25642234500;","A new knowledge-based link recommendation approach using a non-parametric multilayer model of dynamic complex networks",2018,"Knowledge-Based Systems","143",,,"81","92",,6,"10.1016/j.knosys.2017.12.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85037722756&doi=10.1016%2fj.knosys.2017.12.005&partnerID=40&md5=a538c704204b84b23fdf9658e9e01ef5",Article,"Final","",Scopus,2-s2.0-85037722756
"Kong, J., Simonovic, S.P.","57195984237;7006029957;","A model of interdependent infrastructure system resilience",2018,"International Journal of Safety and Security Engineering","8","3",,"377","389",,6,"10.2495/SAFE-V8-N3-377-389","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85052026134&doi=10.2495%2fSAFE-V8-N3-377-389&partnerID=40&md5=d59f2b020d2baf871936311f494efed5",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-85052026134
"Cui, Q., Li, J., Wang, P., Ran, H.","57191202999;57211877492;56780618600;57195203187;","Cascading failure of command information system bi-layer coupled network model",2017,"Harbin Gongye Daxue Xuebao/Journal of Harbin Institute of Technology","49","5",,"100","108",,6,"10.11918/j.issn.0367-6234.201610119","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85026223054&doi=10.11918%2fj.issn.0367-6234.201610119&partnerID=40&md5=f84e92f8e238d56d45c48683ed65eff5",Article,"Final","",Scopus,2-s2.0-85026223054
"Durante, D., Mukherjee, N., Steorts, R.C.","35430259300;50961325100;57203212654;","Bayesian learning of dynamic multilayer networks",2017,"Journal of Machine Learning Research","18",,,"1","29",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020734655&partnerID=40&md5=02c409d909bddee52fa91317d6cdd09d",Article,"Final","",Scopus,2-s2.0-85020734655
"Zoppi, J., Guillaume, J.-F., Neunlist, M., Chaffron, S.","57200445922;57221306377;6701416352;15759198300;","MiBiOmics: an interactive web application for multi-omics data exploration and integration",2021,"BMC Bioinformatics","22","1","6","","",,5,"10.1186/s12859-020-03921-8","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098783629&doi=10.1186%2fs12859-020-03921-8&partnerID=40&md5=534d7738354f1143c5cbbf0017edb893",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85098783629
"Wang, G.-J., Chen, Y.-Y., Si, H.-B., Xie, C., Chevallier, J.","57222304383;57218128249;57218117348;16403910800;35316737800;","Multilayer information spillover networks analysis of China's financial institutions based on variance decompositions",2021,"International Review of Economics and Finance","73",,,"325","347",,5,"10.1016/j.iref.2021.01.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100008005&doi=10.1016%2fj.iref.2021.01.005&partnerID=40&md5=5df31eac1a55ebe009f39d290fcc2e82",Article,"Final","",Scopus,2-s2.0-85100008005
"Cehan, A., Eva, M., Iațu, C.","57210152725;56786009100;54892075500;","A multilayer network approach to tourism collaboration",2021,"Journal of Hospitality and Tourism Management","46",,,"316","326",,5,"10.1016/j.jhtm.2021.01.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099929840&doi=10.1016%2fj.jhtm.2021.01.006&partnerID=40&md5=7bb7f2331f879fb6aa57f12cf4978aae",Article,"Final","",Scopus,2-s2.0-85099929840
"Wu, Z.-N., Di, Z.-R., Fan, Y.","57203577118;7003734499;57193319497;","The Structure and Function of Multilayer Networks: Progress and Prospects [多层网络的结构与功能研究进展]",2021,"Dianzi Keji Daxue Xuebao/Journal of the University of Electronic Science and Technology of China","50","1",,"106","120",,5,"10.12178/1001-0548.2020068","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85099419613&doi=10.12178%2f1001-0548.2020068&partnerID=40&md5=36c6bb58d249126b663be94157f15db0",Article,"Final","",Scopus,2-s2.0-85099419613
"Podder, N.K., Rana, H.K., Azam, M.S., Rana, M.S., Akhtar, M.R., Rahman, M.R., Rahman, M.H., Moni, M.A.","57218619924;57205265841;57212280332;57218617920;57205260417;55272698900;57220839063;35119094400;","A system biological approach to investigate the genetic profiling and comorbidities of type 2 diabetes",2020,"Gene Reports","21",,"100830","","",,5,"10.1016/j.genrep.2020.100830","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85089804808&doi=10.1016%2fj.genrep.2020.100830&partnerID=40&md5=728c2fb55e375f86934daf677a8f9f6e",Article,"Final","",Scopus,2-s2.0-85089804808
"Vadivasova, T.E., Slepnev, A.V., Zakharova, A.","6701738949;56034673600;16204716100;","Control of inter-layer synchronization by multiplexing noise",2020,"Chaos","30","9","091101","","",,5,"10.1063/5.0023071","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85092093903&doi=10.1063%2f5.0023071&partnerID=40&md5=bc8d1b6e6f83aa840038a0c9db0f5074",Article,"Final","",Scopus,2-s2.0-85092093903
"Liu, H., Xu, J., Li, Z., Wang, X., Lu, J., Zeng, Z.","56587733300;57203483354;46061313300;55736896100;7601562455;35316687300;","Optimizing Synchronizability of Multilayer Networks Based on the Graph Comparison Method",2020,"IEEE Transactions on Circuits and Systems I: Regular Papers","67","5","8957405","1740","1751",,5,"10.1109/TCSI.2019.2963687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084393264&doi=10.1109%2fTCSI.2019.2963687&partnerID=40&md5=f7c643a756107697491a825cc9c1bf48",Article,"Final","",Scopus,2-s2.0-85084393264
"Huang, X., Chen, D., Wang, D., Ren, T.","56200119400;55554104900;55713244100;57200930513;","Identifying influencers in social networks",2020,"Entropy","22","4","450","","",,5,"10.3390/E22040450","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85084659169&doi=10.3390%2fE22040450&partnerID=40&md5=4c77d5f1201c8a768710d7f84d538fa3",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85084659169
"Abbaspour-Gilandeh, Y., Fazeli, M., Roshanianfard, A., Hernández-Hernández, M., Gallardo-Bernal, I., Hernández-Hernández, J.L.","26424175600;57216209155;57189261894;57196147052;57216201407;56336591000;","Prediction of draft force of a chisel cultivator using artificial neural networks and its comparison with regression model",2020,"Agronomy","10","4","agronomy10040451","","",,5,"10.3390/agronomy10040451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082827719&doi=10.3390%2fagronomy10040451&partnerID=40&md5=8637d0483a857c5db0c4b77543ba4bc0",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082827719
"Vukić, Đ., Martinčić-Ipšić, S., Meštrović, A.","57196487034;24067435700;24470496700;","Structural Analysis of Factual, Conceptual, Procedural, and Metacognitive Knowledge in a Multidimensional Knowledge Network",2020,"Complexity","2020",,"9407162","","",,5,"10.1155/2020/9407162","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082751422&doi=10.1155%2f2020%2f9407162&partnerID=40&md5=bb17b79a4efd0f19b3ac3f2c9fc53758",Article,"Final","All Open Access, Gold",Scopus,2-s2.0-85082751422
"Mangioni, G., Jurman, G., De Domenico, M.","6602212145;6602367398;26537490500;","Multilayer Flows in Molecular Networks Identify Biological Modules in the Human Proteome",2020,"IEEE Transactions on Network Science and Engineering","7","1","8472785","411","420",,5,"10.1109/TNSE.2018.2871726","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85054251799&doi=10.1109%2fTNSE.2018.2871726&partnerID=40&md5=dcb531e7946dd7a9cd7770ce78b034bf",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85054251799
"García, C.","55989029700;","From ecological indicators to ecological functioning: Integrative approaches to seize on ecological, climatic and socio-economic databases",2019,"Ecological Indicators","107",,"105612","","",,5,"10.1016/j.ecolind.2019.105612","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070493621&doi=10.1016%2fj.ecolind.2019.105612&partnerID=40&md5=050adf83c052c13e55c9c8810b418ce4",Article,"Final","",Scopus,2-s2.0-85070493621
"Gadár, L., Abonyi, J.","57201028963;7003663899;","Frequent pattern mining in multidimensional organizational networks",2019,"Scientific Reports","9","1","3322","","",,5,"10.1038/s41598-019-39705-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062299615&doi=10.1038%2fs41598-019-39705-1&partnerID=40&md5=883f47fac555f55d8af732383dcd1b37",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85062299615
"Pang, S.-P., Li, C., Fang, C., Han, G.-Z.","56949822000;57211836069;57208722043;14070428000;","Controlling edge dynamics in multilayer networks",2019,"Physica A: Statistical Mechanics and its Applications","528",,"121273","","",,5,"10.1016/j.physa.2019.121273","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065607818&doi=10.1016%2fj.physa.2019.121273&partnerID=40&md5=88709c48c506379604748137491a120e",Article,"Final","",Scopus,2-s2.0-85065607818
"Zheng, W., Wang, D., Zou, X.","57209027231;57092331700;7203047857;","Control of multilayer biological networks and applied to target identification of complex diseases",2019,"BMC Bioinformatics","20","1","271","","",,5,"10.1186/s12859-019-2841-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066315476&doi=10.1186%2fs12859-019-2841-2&partnerID=40&md5=956adfacb6b51a3791f2096e3baa0b33",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85066315476
"Li, G., Li, N., Liu, S., Wu, X.","56582840100;57190442943;57208864553;14064177100;","Compressive sensing-based topology identification of multilayer networks",2019,"Chaos","29","5","053117","","",,5,"10.1063/1.5093270","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85065974555&doi=10.1063%2f1.5093270&partnerID=40&md5=c6460b132b0c0ed765e1b77b03ebc1bd",Article,"Final","",Scopus,2-s2.0-85065974555
"Li, Z., Chen, L.","57191700423;57214202539;","Robustness of multipartite networks in face of random node failure",2019,"Chaos, Solitons and Fractals","121",,,"149","159",,5,"10.1016/j.chaos.2019.01.036","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062664640&doi=10.1016%2fj.chaos.2019.01.036&partnerID=40&md5=4a466e2c47dcdcea66247e9be1b9031e",Article,"Final","",Scopus,2-s2.0-85062664640
"Jin, I.H., Jeon, M.","57215039190;35205300800;","A Doubly Latent Space Joint Model for Local Item and Person Dependence in the Analysis of Item Response Data",2019,"Psychometrika","84","1",,"236","260",,5,"10.1007/s11336-018-9630-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049621704&doi=10.1007%2fs11336-018-9630-0&partnerID=40&md5=93f1ba972798fc1d21c9db9fba2513f2",Article,"Final","All Open Access, Green",Scopus,2-s2.0-85049621704
"Wang, T., Brede, M., Ianni, A., Mentzakis, E.","57209583708;7003837493;8241151200;24765408300;","Characterizing dynamic communication in online eating disorder communities: A multiplex network approach",2019,"Applied Network Science","4","1","12","1","22",,5,"10.1007/s41109-019-0125-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081174682&doi=10.1007%2fs41109-019-0125-4&partnerID=40&md5=cfd3b6b00a4223e031c7a9d34409919b",Article,"Final","All Open Access, Gold, Green",Scopus,2-s2.0-85081174682
